숙소id,지하철id,도보거리(m)
36198348,249,545
35969545,J29,412
36601199,M19,158
36322141,A16,374
36333124,423,423
36354114,F24,376
36359662,502,644
36370217,J29,297
36601571,M19,158
36603015,238,189
36618017,G30,677
36629436,A14,319
36236022,A44,164
36379279,635,343
36379292,M19,81
36392997,B08,650
36404568,Q04,194
36236515,G05,4338
36237732,A28,309
36404684,638,231
36426788,F01,6815
36632562,B19,525
36633354,J30,312
36633369,247,695
36640931,H11,7334
36239748,A28,309
36454717,J17,290
36455321,J17,112
36455649,J17,274
36456829,A18,290
36255541,A27,360
36260895,723,992
36659812,A54,892
36660274,A54,921
36696860,A46,153
36698970,114,172
36753879,F14,545
36267546,S23,2403
36272957,F01,5699
36477307,247,1813
36485171,R01,1273
36485642,113,281
36488148,106,846
36489561,715,1056
36501387,638,97
36513425,R05,280
36974600,H06,892
36975161,A45,251
36981285,A54,591
36762958,F01,5312
36796156,F01,4827
36803276,A25,350
36804299,G32,840
36813246,106,274
36815318,F01,5227
36998345,L15,512
36523682,G07,927
36525799,G09,962
37011601,A27,573
36561962,M11,548
36836336,R34,835
36838859,A25,544
36839214,A25,707
36839512,A25,1031
36839873,A25,681
37019982,J28,358
37022153,250,580
37023920,L06,707
37048087,R40,136
36571835,D04,656
36585314,L29,1846
36593724,B06,557
37207174,124,189
37053079,A27,443
36872628,A46,141
36875336,A46,113
36900144,J28,298
36906533,G36,60
37055580,B06,358
37055877,504,1228
36912362,R45,343
36914033,Q05,152
36917552,D08,916
37056638,H03,2768
37213303,L06,409
37215278,G05,2376
37216159,R06,187
37218076,G09,684
37240374,504,445
37057382,250,652
37060250,248,14
36945647,Q05,506
37060607,248,191
37074081,710,206
37079197,112,556
37082885,A48,804
37083736,B06,5079
37085182,A17,270
37085302,L29,2994
37086914,M16,161
37247512,D29,86
37250030,A17,165
37253565,A54,733
37254729,R01,1075
37260475,G09,958
37262517,226,303
37494611,M06,698
37528370,M14,49
37529321,246,417
37093438,251,579
37094204,L01,48
37094209,R11,773
37272016,A33,305
37282283,Q05,204
37285128,636,303
37288147,M12,406
37291686,607,1024
37094830,M11,1034
37122162,F14,173
37532017,A46,527
37532987,631,287
37536591,701,1067
37549695,G33,455
37552522,504,258
37122437,F14,118
37122502,F14,150
37122566,F14,261
37132673,705,874
37297049,D01,664
37297150,239,190
37300621,R06,262
37300828,G19,340
37316929,Q05,456
37138983,124,244
37557533,F05,933
37561740,R32,513
37563342,R11,784
37563932,R11,696
37564878,D09,503
37585659,132,196
37588246,124,244
37589906,123,388
37594699,M01,2134
37317473,F09,379
37318064,G19,525
37319489,119,297
37322150,F01,4584
37322248,S01,209
37322632,F01,3208
37325442,504,445
37153544,F16,230
37329889,B06,5258
37330856,705,756
37332720,Q03,263
37349383,129,124
37182088,J30,375
37598410,A14,394
37598495,F01,7595
37624494,133,75
37627715,F16,381
37630258,A21,423
37630778,114,431
37633552,A12,704
37634311,D18,121
37187163,A17,243
37187259,R06,408
37200571,A17,497
37361653,601,5004
37371179,A48,272
37397088,624,471
37404277,F14,600
37807246,129,124
37648875,A47,492
37688045,M18,238
37691827,A25,318
37696099,626,228
37808381,129,124
37809572,S30,3871
37816237,711,1261
37818248,711,986
37828655,G34,263
37424442,G19,105
37428856,701,608
37443671,M11,217
37446470,A49,338
37447065,D27,495
37452873,G09,1369
37842610,G05,3739
37855573,A11,327
37705884,G33,625
37706099,J29,261
37706464,701,2840
37720576,S29,223
37720797,B08,592
37722378,L06,137
37723620,713,95
37857475,J13,485
37862092,F01,4800
37862550,710,1503
37462923,L29,1910
37486474,123,223
38134421,701,1081
37879131,225,400
37729855,F12,358
37740667,Q05,246
37750065,H11,805
37750997,A20,63
37887133,G33,795
37889951,A06,302
37890312,G09,512
37891200,709,1229
37908288,A25,495
37908313,A25,225
37909386,A18,217
38135970,701,4002
38150817,D37,524
38161096,A09,406
38161780,L19,241
38161818,112,410
38164618,251,1546
38166035,A50,543
37779494,R35,283
37785816,G35,1227
37798666,A50,758
38481169,R08,237
37914207,L05,417
37932566,L08,511
37937595,A46,150
37941349,R17,244
38486378,229,216
38496782,L29,1461
38513011,G33,669
38178779,J20,575
38186479,F01,4119
38186786,A53,410
38217247,R06,186
38226783,250,722
37942657,129,124
37943502,H11,590
37943668,D27,562
37944508,A51,431
37944546,H11,570
38515796,B06,666
38519757,D10,677
38521231,M08,363
38522188,701,3860
38522224,H11,8192
37971614,A53,387
38235141,A59,514
38236354,250,744
38236463,L13,155
38239421,H09,351
38261496,R06,236
37984597,L06,782
37986967,A47,399
37988664,F26,720
38535656,A47,286
38542488,R11,618
38546708,B08,733
38547165,B08,711
37988953,251,525
37989689,D37,424
38281533,H06,531
38284238,D37,534
38285454,A47,389
38291768,F11,419
38296895,R01,442
38299089,Q04,227
37992636,B06,5255
37993547,B06,5240
38553463,B06,5204
38559180,A18,257
38573589,220,590
38575019,635,191
38575482,B08,714
38584270,R11,711
38584439,B06,5251
38020017,603,3852
38024356,A46,711
38316335,503,231
38317957,207,1213
38323529,701,719
38359468,F01,4472
38600017,D12,530
38603451,627,196
38609434,252,1735
38617525,701,2579
38617814,A47,146
38619451,701,1112
38623036,201,529
38624089,N02,377
38048018,A06,528
38379068,227,228
38385758,M16,806
38624335,B06,5286
38624428,B08,708
38624439,R11,887
38624988,B06,5315
38625166,B06,5205
38625308,R11,860
38097887,632,443
38390957,624,177
38404770,230,301
38413549,A17,111
38428035,A47,389
38437629,A48,801
38645543,B23,644
38645666,S27,2472
38646409,707,1821
38664426,A55,1198
38666081,G32,776
38670210,B06,5202
38134394,L20,433
38674685,229,268
38697036,F22,703
38778121,610,259
38454938,A21,300
38456362,247,1886
38461525,119,266
38462360,L06,1047
38780110,F01,5170
38799098,D08,752
38704688,F16,365
38707413,A46,422
38725189,S29,4062
38747830,630,735
38802035,622,497
38469091,G05,4377
38477712,M09,293
38480777,229,419
38481108,123,280
38811858,252,1704
38812729,L29,1697
39023096,133,519
39023376,133,508
39023600,L01,398
39024243,L01,363
38817916,236,298
38826956,R44,450
38827616,R43,600
39289019,D08,754
39299540,242,2
39301619,J31,909
39302944,F01,6321
39313969,F01,3541
38831666,Q04,194
38835934,L15,660
39024944,L01,136
39031849,623,376
39033318,250,375
39034248,F01,3606
38839819,A07,236
38846563,129,124
38849102,131,177
38850758,723,473
39036887,A33,168
39059931,625,563
39074638,J29,552
39330170,D01,474
39332857,M05,169
39340734,F21,687
39345548,F01,3424
39355943,206,8
38866096,S29,4025
38866268,J28,138
38871574,S29,4138
38871661,604,1115
38875424,Q03,263
39363832,R04,429
39380947,G05,4423
39381034,A48,968
39081829,L19,111
39083120,S30,2813
39083245,Q03,282
39106226,225,271
39113138,D07,537
39114171,711,1137
38879859,604,910
38880744,A07,538
38900328,119,123
38902678,A11,141
38908592,A28,411
39123850,R44,403
39125813,S15,587
39126741,A55,789
39128021,Q03,282
39146442,604,602
39149013,G33,227
39386691,D29,407
39395456,G05,4366
39411592,F02,3229
39413681,A21,446
38910508,A28,542
38924473,F18,118
38930954,D25,329
38931289,M10,234
38932995,A46,560
39435705,633,701
39435760,633,703
39435765,633,465
38947926,S22,8585
38954037,A07,614
39153457,120,467
39169415,L11,486
39174155,L08,83
39176524,D30,751
39176548,R34,164
39177041,H11,848
39435773,632,846
39435811,633,679
39435835,633,295
38956772,630,55
38956793,631,439
38956835,632,427
38956889,632,479
38975498,Q04,373
39189765,A17,528
39191142,Q04,194
39193812,224,250
39194327,A45,442
39196417,Q03,282
38978229,A31,371
38978429,A32,156
39449814,225,541
39464655,623,224
38980221,A49,656
38983890,A47,1014
39483179,F01,5195
39484704,633,747
39485765,R03,170
38996102,L20,633
39199781,F16,51
39199816,S03,419
39229191,602,2966
39243894,A25,1003
38997592,F25,262
39507366,M10,213
39507856,216,507
39508474,118,275
39517970,242,286
39526252,225,385
38999862,G32,983
39001725,D28,287
39253388,G35,942
39257912,705,1142
39269487,D37,421
39005390,A46,581
39016717,248,402
39022484,L01,136
39526281,247,2041
39528624,L08,484
39531655,F20,382
39535241,L11,488
39535604,G32,447
39965266,M16,453
39969287,L11,204
39280356,H11,846
39820168,M04,671
39833359,G18,916
39839813,M16,759
39971399,G24,148
39535849,D27,407
39537097,R03,737
39537553,726,691
39543637,B18,860
39553672,Q05,187
40009594,A19,373
39849765,B06,5293
39850284,R11,762
39858506,R14,65
40011270,M11,149
39554590,F16,138
39556673,231,392
39559324,D27,271
40028007,Q03,673
39860062,122,305
39860155,122,368
39860690,632,233
39860936,632,134
39861059,632,82
39861127,632,307
39861182,632,285
40035713,A15,437
40040224,L29,1395
39861293,633,302
39861458,632,267
39862209,Q01,65
39866812,A55,1695
39869406,G33,325
40047091,A25,254
39872100,L06,649
39878065,626,527
39878087,A25,254
39878204,A25,254
39587759,L29,2364
39598996,L20,703
39603229,F11,829
39603782,F01,9431
39606161,F01,3886
39610139,723,386
39612224,207,735
40062883,L29,1876
40067442,M05,430
40068404,R33,838
40080502,A47,695
39878798,Q05,512
39878837,633,627
39879250,625,385
39888686,L06,190
40083498,A20,182
40092387,F01,2627
40092482,L05,96
39627703,L20,678
39627727,229,202
39630152,241,407
40095318,M05,171
40103744,M06,416
40107156,A53,273
39894957,L14,216
39896685,243,931
39899915,D10,678
39903508,S19,6385
39916681,D27,481
39919408,J31,693
39920610,632,247
39634396,A18,57
39647259,621,156
39651899,F20,348
39671310,A20,305
40137674,G32,524
39696136,L01,122
39699359,601,4236
39703272,G26,587
39717041,D25,531
39725627,632,424
39921961,A36,147
39922049,137,59
39922192,137,116
40154152,208,314
40158019,M16,1021
39749416,625,206
39749681,625,163
39922527,A36,54
39922635,137,153
39929061,113,243
39930214,M18,390
40182687,119,209
39767080,701,1955
39777590,M01,1640
39781222,L06,455
39940831,A25,254
39950446,116,743
39950578,G34,437
39951152,A15,553
40198915,G19,418
40203774,A47,804
40215699,R24,342
40223498,S01,650
40228352,J29,483
40674094,A48,761
39954574,M18,152
40447283,M10,694
40448201,A20,72
40454134,603,942
40239419,A25,274
40239461,A48,903
40247800,120,367
40261940,F11,86
40680003,301,871
40681398,216,396
40468300,R30,1584
40474055,A12,166
40683527,A53,364
40491893,L06,1295
40501316,718,313
40264373,M05,349
40289316,H07,675
40292818,607,1397
40699072,S22,5255
40301903,Q04,393
40302589,638,189
40304242,247,2062
40511239,L10,65
40529147,F01,4751
40704904,A30,543
40316923,J12,834
40335341,A16,449
40721922,A36,113
40535865,F21,473
40725405,J29,405
40728239,624,251
40731114,R28,353
40335381,L29,1
40335468,G33,249
40339942,706,1782
40344826,Q05,249
40345364,A17,522
40734111,S30,1332
40565556,A25,459
40576966,A15,600
40591061,245,758
40736481,401,575
40737415,L29,1420
40739293,B06,5212
40744843,243,914
40748884,J31,341
40608762,713,170
40611604,A61,1009
40350292,G28,884
40376349,L08,414
40754270,G36,223
40756575,F24,140
40758693,252,609
40759693,256,508
40391410,726,606
40396854,252,976
40397243,M05,307
40399598,M05,338
40403927,L29,337
40405567,A16,516
40406049,M19,248
40424606,L06,581
40790813,701,3099
40794509,D39,1851
40796348,248,398
40660322,114,176
40846105,M05,291
40861640,B10,214
40797425,245,722
40797714,246,467
40425172,A44,92
41023393,616,503
41033943,714,179
41036360,A50,327
40799715,Q03,152
40816175,706,2169
40816977,B23,2961
40869871,229,216
40873601,R30,295
40873866,255,631
40874667,L27,656
40824219,714,525
40824301,L11,264
41047753,726,769
41048681,A50,437
41069298,710,606
40825740,249,546
40887882,625,258
40891496,M12,821
40843980,A61,297
41343124,J21,492
40896611,631,287
40897658,A20,178
40900757,G35,877
41075946,504,1277
41078843,L16,227
41082801,R17,186
41107092,R17,263
41348789,G36,269
41352166,A47,291
41353712,J31,790
41354388,G26,199
41108306,L15,195
41109712,R17,197
41123624,G05,4084
41124781,F29,451
41127989,R17,293
40905066,M18,339
40911813,L16,439
40912721,R32,298
40915004,M05,163
41365538,B10,169
41367371,M16,946
41369046,B10,171
41371194,R13,341
41373193,B10,239
41374977,M04,863
40922585,G32,570
40922899,G32,296
40926567,Q05,153
40930849,G19,400
41146307,F16,184
41151871,A47,931
41173094,701,1665
41383676,D29,411
41395190,130,256
41399557,623,131
40944094,G15,728
40944374,R18,242
40946694,Q03,282
41420151,G26,611
41175544,A07,397
41175790,250,1248
41178612,M20,185
41212093,A44,441
41215964,A50,237
41226843,H12,719
41425597,630,259
41425624,630,273
41430801,F01,2560
41431376,243,200
41234346,241,225
41257755,A25,1003
41258335,G26,664
41433498,125,411
40952752,M16,345
40971681,M11,369
41433641,504,1051
41453338,247,467
41454887,A33,232
41466873,625,561
41472347,G26,472
41473245,R18,101
41474950,R18,81
41475250,R17,200
41484977,A48,628
41485666,J24,235
41262660,R08,256
41268569,Q04,502
41274329,B13,641
41285370,125,401
41289512,R17,191
41295029,A31,217
41295300,707,1866
41295524,A47,430
40992950,D22,307
41004775,F03,697
41007370,S30,4549
41008859,G29,280
41009396,F01,7195
41012815,J29,559
41494959,115,351
41496552,J29,162
41502786,723,563
41301073,J31,466
41321694,H06,514
41322723,G29,340
41323959,A21,295
41504521,A47,820
41506185,633,747
41507050,633,747
41021292,F01,7417
41637801,A20,260
41642747,F01,6037
41647808,D07,362
41527827,H06,307
41529631,G28,434
41531671,R17,179
41538377,D12,450
41552434,504,601
41336712,125,350
41959506,A49,282
41964371,J14,467
41976399,R05,1237
41665066,L11,386
41666160,A30,631
41670159,636,375
41681691,226,339
41686149,G29,532
41564056,632,313
41567947,L15,172
41568108,S21,8369
41978804,L21,217
41997438,A28,246
41997469,A28,246
41997496,F11,376
41997533,229,201
41585180,Q03,282
41592296,L08,533
42002291,F04,747
41692454,G05,4450
41710457,G32,953
41712212,A46,642
41712314,G35,190
41720005,238,432
41593430,D32,539
41609145,A36,113
41614248,S29,1924
42015560,633,552
42015995,714,855
42020878,Q04,611
42022909,622,831
42023090,M05,598
41634451,S23,9471
41733738,L29,3034
41746645,L12,395
41747413,M10,297
41749993,L08,249
42207141,M10,98
42219242,A30,689
42220001,D37,556
42220146,D37,361
41769297,114,363
41770339,L13,486
41772235,R32,543
41786442,G34,501
41789758,Q05,161
42023288,109,635
42041277,721,117
42049436,A54,362
42231473,723,1365
42245079,632,247
42245107,632,247
42249744,F24,661
42265787,A17,244
42058731,L11,373
42067285,S30,1467
42082740,625,29
42088954,L29,1613
42097281,A48,326
41790722,257,298
41799372,L01,142
41811144,242,274
41816533,227,416
41832407,A59,1695
42273545,242,551
42274209,Q04,377
42274866,A03,601
42289549,M10,297
41840320,A12,340
41861321,112,198
41867299,Q05,453
42108317,A25,362
42108441,503,918
42112149,L05,347
42112271,L05,332
42132039,L06,985
42303747,A53,194
42311578,F21,666
41889234,244,252
41895103,Q05,499
41908637,L08,435
42137790,F07,2025
42154630,A46,653
42158612,246,481
42159545,A60,632
42160230,S30,1287
42332206,F11,534
42332401,F11,645
41909568,245,763
41915430,245,220
41934934,B10,160
41940501,A11,251
42360275,707,1709
42161973,F01,4020
42194646,D37,553
42195148,633,603
42473749,M08,625
42377787,243,718
42379175,251,1373
42386569,252,1087
42389365,M16,579
42683130,L05,455
42688012,Q03,349
42689810,A44,621
42690493,302,734
42693824,G14,498
42389957,F16,269
42476362,A21,471
42486136,D40,933
42494731,F01,5997
42495508,S31,1255
42497920,M13,379
42498458,M12,469
42391932,113,625
42402259,252,788
42704243,A25,1003
42726674,A12,656
42735065,Q05,174
42735424,Q05,170
42404526,A36,113
42404625,629,290
42404665,629,290
42498484,M13,466
42502510,J31,538
42504616,626,139
42516466,M06,139
42404707,629,290
42405152,M16,361
42406076,M16,339
42406399,604,783
42410393,A20,221
42735863,Q05,177
42738424,632,347
42741138,705,1204
42745382,M11,433
42433863,G12,668
42438973,A15,403
42746488,L05,262
42757436,A25,1003
42440198,A50,877
42529554,A25,717
42532821,F20,412
42535595,M08,581
42536123,A46,461
42444354,625,218
42446225,D26,27
42449569,L19,362
42449656,M10,278
42769704,G14,262
42788958,625,378
42789033,212,608
42451008,627,553
42467234,F24,723
42541688,401,2020
42567610,R01,412
42579881,902,201
42582390,116,293
42471990,715,1027
42472632,A11,393
42925669,Q04,786
42584450,Q05,277
42584572,250,613
42586407,114,356
42927800,247,2431
42795515,D40,324
42805340,723,1135
42806766,629,290
42812068,621,612
42927825,A15,600
42935766,L13,561
42935943,M12,375
42936229,M12,483
42936364,M12,392
42589526,R19,244
42596536,Q04,722
42602038,632,442
42938323,632,876
42942408,M13,398
42817298,L29,1410
42817699,723,481
42818093,632,398
42835727,632,247
42835790,631,287
42638833,A25,280
42640224,D14,55
42643177,S25,2762
42645101,726,860
42840583,A48,601
42841568,244,603
42868646,A33,263
42868661,726,704
42965074,216,504
42970160,622,236
42973039,701,1871
42973259,701,1865
42975689,G21,435
42871724,S31,1182
42878514,Q04,670
42880564,A48,743
42888442,Q04,777
42670622,R04,736
42672172,635,147
42981016,A54,282
42989102,113,483
42989213,Q03,335
42895670,247,2591
42913200,A28,426
42914015,S29,4649
43289906,G21,289
42682391,L05,377
42682643,L05,448
42682747,L05,370
43061729,G32,146
43069280,726,614
43077519,A21,447
42997858,A15,600
42999798,124,306
43011293,A42,481
43012924,M16,478
43293457,A06,115
43303056,M16,383
43310098,D22,200
43310157,M19,159
43018237,G26,247
43096646,226,228
43103808,A15,547
43104937,G34,1010
43022519,G18,328
43032925,252,997
43034172,M16,750
43123958,R33,93
43131502,A47,494
43132765,J29,326
43147403,D30,963
43310180,M19,49
43310275,D22,42
43310301,M19,304
43310986,D22,178
43311037,D22,65
43311186,M19,278
43311252,D22,81
43311287,D22,221
43311320,M19,244
43311409,M19,221
43038479,712,477
43038779,712,212
43042861,G12,343
43043180,A03,465
43043695,R06,385
43044085,R08,282
43044308,G14,692
43044458,711,496
43315188,D22,122
43315235,M19,72
43315277,D22,79
43315319,M19,232
43315428,D22,178
43315528,M19,214
43315639,D22,240
43316108,M19,297
43317855,L08,158
43150520,G18,623
43152182,A44,132
43156881,M18,296
43161885,R03,596
43163186,L05,138
43054040,L08,636
43054170,633,497
43336316,A15,545
43348178,L08,666
43354556,R15,33
43163750,111,139
43170046,A57,2542
43174785,R33,83
43174844,R33,282
43177809,A28,680
43185743,J31,368
43450191,G14,687
43451168,R14,162
43357020,A02,321
43357084,114,624
43358518,H07,656
43364918,A17,104
43451371,133,128
43197566,S31,1193
43203702,A20,582
43211440,J30,618
43211533,J30,642
43211635,J30,626
43211802,J30,602
43213162,A46,269
43218562,503,252
43220447,234,515
43458250,M10,329
43468359,D09,515
43366411,715,729
43371304,249,140
